texto_acordao,
"Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e do Parecer do Ministério Público de Contas,  ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar nos seguintes termos: 

1. Pela APLICAÇÃO DE MULTA no valor de R$1.000,00 (mil reais) para o então gestor responsável, à época dos fatos, pelo Instituto de Previdência dos Servidores do Estado do Rio Grande do Norte - IPERN, senhor Nereu Batista Linhares, nos termos do artigo 107, inciso II, alínea “f”, da Lei Complementar Estadual nº 464/2012 c/c o artigo 323, inciso II, alínea `f`, do Regimento Interno desta Casa, em virtude do descumprimento de determinação do Tribunal (Decisão nº 179/2020 – TC); 
2. Pela INTIMAÇÃO da referida autoridade competente nominada, a fim de que tome conhecimento desta decisão e, se for o caso, apresente recurso no prazo regimental; 
3. Pela RENOVAÇÃO DA DETERMINAÇÃO constante na decisão retro, estipulando o prazo de 60 (sessenta) dias, após o trânsito em julgado, para que o IPERN, no seu atual gestor, no uso de suas atribuições, regularize a situação noticiada nos autos, pontuada na fundamentação deste voto, sob pena de imposição de multa diária, nos termos do artigo 110, da Lei Complementar nº 464/2012. 

Por fim, esclarecem ao órgão de origem que a denegação ora declarada não enseja a suspensão do pagamento dos proventos de aposentadoria do interessado, mas tão somente demanda a sua correção consoante as determinações expostas anteriormente.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Parecer do Ministério Público de Contas, acolhendo integralmente a proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo: 

    a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Parecer do Ministério Público de Contas, acolhendo integralmente a proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo: 

a) REGISTRO EXCEPCIONAL DO ATO DE ADMISSÃO, com supedâneo nos artigos 71, inciso III, da Constituição Federal, 53, inciso III, da Constituição Estadual, e no art. 95, I, da Lei Complementar Estadual nº 464/2012, e nos termos da Súmula nº 26 desta Corte de Contas.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Parecer do Ministério Público de Contas, acolhendo integralmente a proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo: 

    a) REGISTRO DO ATO DE ADMISSÃO, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do art. 1º, inc. III da Lei Complementar Estadual nº 464/12.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"
Vistos, relatados e discutidos estes autos, em consonância com o entendimento do Corpo Técnico e com o Parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo ARQUIVAMENTO dos autos, nos termos do art. 71, da Lei Complementar nº 464/2012.",
"
Vistos, relatados e discutidos estes autos, em discordância com o posicionamento do Corpo Técnico e o Parecer do Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pela Regularidade da Matéria, nos termos do art. 73 da Lei Complementar 464/2012, com o consequente arquivamento do presente processo. ",
"
Vistos, relatados e discutidos estes autos, em consonância total com o Corpo Técnico e Ministério Público Especial, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo ARQUIVAMENTO dos autos, nos termos do art. 90, I , da Lei Complementar 464/2012.

",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo:
 
a) REGISTRO DO ATO CONCESSIVO DA APOSENTADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, ressaltam que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. ",
"
Vistos, relatados e discutidos estes autos, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pela inviabilidade, neste momento, da continuidade da instrução processual, dada a antiguidade dos fatos, razão pela qual determinam o ARQUIVAMENTO do processo, ante a constatação da ausência de pressupostos de constituição e de desenvolvimento válido e regular processual, segundo preceitua o art. 71 da Lei Complementar Estadual nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em conformidade com o entendimento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo:

    a) RECONHECIMENTO DO PREJUÍZO DO EXAME MERITÓRIO do presente processo de contratação, com fundamento de validade no art. 312, §4º, do Regimento Interno, com o consequente arquivamento dos presentes autos.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em conformidade com o entendimento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a) RECONHECIMENTO DO PREJUÍZO DO EXAME MERITÓRIO do presente processo de contratação, com fundamento de validade no art. 312, §4º, do Regimento Interno, com o consequente arquivamento dos presentes autos.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em conformidade com o entendimento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a) RECONHECIMENTO DO PREJUÍZO DO EXAME MERITÓRIO do presente processo de contratação, com fundamento de validade no art. 312, §4º, do Regimento Interno, com o consequente arquivamento dos presentes autos.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em conformidade com o entendimento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a) RECONHECIMENTO DO PREJUÍZO DO EXAME MERITÓRIO do presente processo de contratação, com fundamento de validade no art. 312, §4º, do Regimento Interno, com o consequente arquivamento dos presentes autos.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a)	REGISTRO DO ATO DE ADMISSÃO, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do art. 1º, inc. III da Lei Complementar Estadual nº 464/12.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a)	REGISTRO DO ATO DE ADMISSÃO, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do art. 1º, inc. III da Lei Complementar Estadual nº 464/12.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhado ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a)	REGISTRO DO ATO DE ADMISSÃO, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do art. 1º, inc. III da Lei Complementar Estadual nº 464/12.

Deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012.
",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo: 

a) REGISTRO DO ATO CONCESSIVO DA PENSÃO POR MORTE, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. ",
"
Vistos, relatados e discutidos estes autos, em consonância com o Ministério Público de Contas, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo NÃO CONHECIMENTO dos presentes Embargos de Declaração, mantendo-se na íntegra os efeitos dos Acórdãos nºs 027/2023-TC (evento 148) e 255/2024-TC (evento 193).",
"
Vistos, relatados e discutidos estes autos, acostando-se ao entendimento do Corpo Técnico e ao Parecer do Ministério Público junto a esta Corte, ACORDAM os Conselheiros, nos termos da proposta de voto proferida pelo Conselheiro Substituto Relator, julgar pelo ARQUIVAMENTO dos autos, nos termos do art. 209, inciso VI, do Regimento Interno deste Tribunal.",
"DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, alinhados ao posicionamento do Corpo Técnico e do Ministério Público de Contas, acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo:
 
a) REGISTRO DO ATO CONCESSIVO DA APOSENTADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. 
",
"
DECIDEM os Conselheiros do Tribunal de Contas do Estado, à unanimidade, em consonância com a informação do Corpo Técnico, parecer do Ministério Público que atua junto a esta Corte de Contas e acolhendo integralmente a proposta de voto do Conselheiro Substituto Relator, julgar pelo:

a) REGISTRO DO ATO CONCESSIVO DA APOSENTADORIA, em razão do cumprimento de todos os requisitos exigidos pela legislação, nos termos do artigo 1º, inciso III, da Lei Complementar nº 464/2012. 

Por fim, ressalta-se que deverá ser realizada apenas a publicação desta Decisão no Diário Oficial do TCE/RN, tendo em vista que não se faz presente quaisquer das situações elencadas no art. 47, parágrafo único, da LCE nº 464/2012. 
",
