token,label_original,label_sugerido,confianca,sentenca_idx,contexto
eventual,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,por ocasião de eventual subsistência de mora;
gestora,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"Município e à gestora responsável, Sra. Hosanira"
das,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,monitoramento do cumprimento das obrigações aqui determinadas
administrativa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,ato de improbidade administrativa ou ilícito penal;
nova,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,de aplicação de nova multa diária e
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,prática de ato de improbidade administrativa ou
Município,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,de proibição ao Município e à gestora
e/ou,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,em improbidade administrativa e/ou ilícitos penais das
ato,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,da prática de ato de improbidade administrativa
proibição,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,da medida de proibição ao Município e
ato,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"de expedição de ato administrativo, devidamente publicado"
importe,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"e pessoal no importe de R$ 1.000,00;"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,confirmação da medida de proibição ao Município
apuração,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,para fins de apuração da prática de
solução,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"meses aludido para solução definitiva, também sob"
18,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,prazo máximo de 18 (dezoito) meses aludido
multa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,sob pena de multa diária no importe
nova,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,de aplicação de nova multa de R$
Diário,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"devidamente publicado no Diário Oficial, a suspensão"
apresentem,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,do Poder Executivo apresentem a este Tribunal
464/2012.,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,Complementar Estadual n.º 464/2012. Transcorrido o prazo
eliminação,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,para enfrentamento e eliminação da irregularidade relacionada
"288,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"e no art. 288, do Regimento Interno"
sob,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"dessa infração continuada, sob pena de nova"
da,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,enfrentamento e eliminação da irregularidade relacionada aos
no,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"nº 464/12, e no art. 288, do"
Município,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"deste Acórdão, o Município de Goianinha/RN e"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"autos, por meio de expedição de ato"
de,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"continuada, sob pena de nova multa diária,"
011/2016-TC;,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,da Resolução n. 011/2016-TC; 3) pela imediata
administrativa,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,enquadramento em improbidade administrativa e/ou ilícitos penais
–,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Despesas com Pessoal – DDP, deste Tribunal"
Despesas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,pela Diretoria de Despesas com Pessoal –
suspensão,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"Diário Oficial, a suspensão de novas contratações"
Assessor,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Contador e de Assessor Jurídico CTN2, contendo"
importe,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"a ambos, no importe de R$ 1.000,00"
determinadas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,das obrigações aqui determinadas pela Diretoria de
aqui,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,cumprimento das obrigações aqui determinadas pela Diretoria
cronograma,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"Jurídico CTN2, contendo cronograma que deve observar"
que,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,"CTN2, contendo cronograma que deve observar o"
"gestora,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"e à sua gestora, Sra. Hosanira Galvão,"
novas,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"a suspensão de novas contratações temporárias, sob"
máximo,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,495,observar o prazo máximo de 18 (dezoito)
"I,",I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,608,"33, §2º, incisos I, II e III,"
30,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"no prazo de 30 (trinta) dias, a"
irregular,I-OBRIGACAO,B-RECOMENDACAO,0.20929914269933345,594,"por cada contrato irregular mantido (LOTCE/RN, art."
processos,O,I-RECOMENDACAO,0.8207225611462301,767,a impedir que processos fiquem paralisados por
remuneração,O,I-OBRIGACAO,0.7877538707399928,629,que compõe a remuneração da parte interessada
julgado,I-OBRIGACAO,I-RESSARCIMENTO,0.5811512480761705,818,o trânsito em julgado desta decisão. Após
ressarcir,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7289835953609027,778,do gestor a ressarcir aos cofres públicos
multa,I-MULTA,O,0.4272626955745162,594,ao pagamento de multa individual de R$
Tribunal,O,I-RECOMENDACAO,0.8192351386051623,767,"– SECEX deste Tribunal de Contas, a"
Natalina,I-MULTA,I-RESSARCIMENTO,0.6647646225339948,223,pagamento de Gratificação Natalina aos Secretários Municipais
suficientes,I-OBRIGACAO,I-RECOMENDACAO,0.5758854162536712,784,e de pessoal suficientes para bem desempenhar
sujeita,O,I-RESSARCIMENTO,0.6520069153820005,792,"matéria não se sujeita à prescrição, seja"
desta,O,I-RECOMENDACAO,0.807494336630192,236,"Externo – SECEX desta Corte de Contas,"
adote,O,I-RECOMENDACAO,0.6660453481292304,91,"de Contas, que adote procedimentos com vistas"
e,I-MULTA,I-RESSARCIMENTO,0.8042351674255219,855,"(quatro mil, oitocentos e cinqüenta e seis"
sobre,I-MULTA,I-RESSARCIMENTO,0.8092394317370849,223,"(trinta por cento) sobre o valor máximo,"
contar,O,I-OBRIGACAO,0.8124345358315936,692,"dias úteis, a contar da intimação desta"
Passagem,I-OBRIGACAO,I-RESSARCIMENTO,0.7561892108249085,818,do Município de Passagem que estejam em
a,O,I-RECOMENDACAO,0.8132293406770984,305,procedimentos com vistas a impedir a consumação
com,O,I-RECOMENDACAO,0.8128194980695022,91,que adote procedimentos com vistas a impedir
de,O,I-RECOMENDACAO,0.8112629470253375,253,"SECEX desta Corte de Contas, que adote"
autos.,O,I-RECOMENDACAO,0.785646041834353,736,como a destes autos. Não estando presente
Vinculantes,O,I-OBRIGACAO,0.6667456303918065,629,"prescrito nas Súmulas Vinculantes nºs 4, 15"
e,I-MULTA,I-RESSARCIMENTO,0.7948650911541484,818,"1.500,00 (um mil e quinhentos reais) pelas"
forma,I-RESSARCIMENTO,I-OBRIGACAO,0.73261004675515,849,cada beneficiário de forma solidária a partir
"débito,",I-MULTA,I-RESSARCIMENTO,0.7778310311702246,800,"valor atualizado do débito, com fulcro no"
determinação,B-OBRIGACAO,I-OBRIGACAO,0.7656878988977475,531,A expedição de determinação ao Órgão Previdenciário
para,I-OBRIGACAO,I-RECOMENDACAO,0.6010746193391164,784,de pessoal suficientes para bem desempenhar suas
salários.,O,I-OBRIGACAO,0.7669020601554944,250,"de cargos e salários. Por fim, determino"
procedimentos,O,I-RECOMENDACAO,0.8084091539114737,91,"Contas, que adote procedimentos com vistas a"
caso.,O,I-RECOMENDACAO,0.8101392514899364,767,como no presente caso. Não estando presente
consumação,O,I-RECOMENDACAO,0.8007888283698686,236,a impedir a consumação de prescrição nas
recomende,B-RECOMENDACAO,I-RECOMENDACAO,0.5423993855853289,273,de que se recomende à Secretaria de
desfavor,O,I-MULTA,0.4648302660805584,617,"de multa em desfavor do responsável, Sr."
–,O,I-RECOMENDACAO,0.8060733090899715,236,de Controle Externo – SECEX desta Corte
vistas,O,I-RECOMENDACAO,0.8040245997637963,91,adote procedimentos com vistas a impedir a
de,O,I-RECOMENDACAO,0.8060351993210586,305,"SECEX desta Corte de Contas, que adote"
sessenta,I-MULTA,I-RESSARCIMENTO,0.7783350013692708,415,"(Hum mil e sessenta e quatro reais),"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7631157327991324,805,da CF/1988; a.3) ressarcimento ao erário municipal
destes,O,I-RECOMENDACAO,0.7875298870451292,736,situações como a destes autos. Não estando
e,O,I-RESSARCIMENTO,0.7804809544859517,831,despesa nº 339014) e com o aluguel
"“f”,",I-OBRIGACAO,I-MULTA,0.8164626448381086,336,"inciso II, alínea “f”, da Lei Complementar"
30%,I-MULTA,I-RESSARCIMENTO,0.8001846525047694,223,"464/2012, correspondente a 30% (trinta por cento)"
Secretaria,O,I-RECOMENDACAO,0.806841485910041,91,se recomende à Secretaria de Controle Externo
Unidades,O,I-RECOMENDACAO,0.806180236137848,91,de prescrição nas Unidades Técnicas a ela
do,O,I-OBRIGACAO,0.8073715034806332,628,"processo, de apuração do dano ao erário"
Municipal,O,I-RECOMENDACAO,0.7061425692580129,397,"à Augusta Câmara Municipal do referido município,"
a,O,I-RECOMENDACAO,0.8027580627326336,91,procedimentos com vistas a impedir a consumação
recomendação,B-RECOMENDACAO,I-RECOMENDACAO,0.6165506191436724,398,referido município; Pela recomendação ao atual e
do,I-MULTA,I-RESSARCIMENTO,0.8052647701444839,223,"centavos), em razão do pagamento de Gratificação"
quinhentos,I-MULTA,I-RESSARCIMENTO,0.78318760538424,818,(um mil e quinhentos reais) pelas irregularidades
desta,O,I-OBRIGACAO,0.7419550220990104,528,"contar da intimação desta decisão, ao Município"
ela,O,I-RECOMENDACAO,0.8028856934791558,91,"Unidades Técnicas a ela vinculadas. Por fim,"
apresente,O,I-OBRIGACAO,0.7394740230401913,528,"gestor, para que apresente a este Tribunal"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6801363280348027,811,RGF; e b) ressarcimento no valor de
de,O,I-RECOMENDACAO,0.7990669379402185,305,impedir a consumação de prescrição nas Unidades
Complementar,I-MULTA,I-RESSARCIMENTO,0.6763400352812954,809,todos da Lei Complementar nº 121/94;
aptas,O,I-RECOMENDACAO,0.41218238886095054,700,que adote posturas aptas à correção das
dos,O,I-RECOMENDACAO,0.5124636374526673,685,em integral cumprimento dos dispositivos constitucionais e
a,I-RESSARCIMENTO,I-OBRIGACAO,0.6559592078548863,849,Municipal nº 574/2016 a partir de 24/07/2018;
Técnicas,O,I-RECOMENDACAO,0.7971776477580134,91,prescrição nas Unidades Técnicas a ela vinculadas.
após,O,I-OBRIGACAO,0.7860452258912064,785,"das quantias pagas após essa data, conforme"
quatro,I-MULTA,I-RESSARCIMENTO,0.7745075326074272,415,"e oitenta e quatro reais), conforme determina"
parte,O,I-OBRIGACAO,0.766982463162162,629,a remuneração da parte interessada em epígrafe.
de,O,I-OBRIGACAO,0.7978869430570965,629,"(sessenta) dias úteis, de acordo com o"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6709342849317339,809,2009 4. O ressarcimento ao erário municipal
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6351605505224448,790,pela condenação ao ressarcimento da quantia de
termos,O,I-RESSARCIMENTO,0.7054411394612438,807,"da obra), nos termos do artigo 37,"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7831063072201349,810,2009 4. O ressarcimento ao erário municipal
procedimentos,O,I-RECOMENDACAO,0.7698510168591368,685,a adoção de procedimentos a fim de
nas,O,I-RECOMENDACAO,0.7952979663437741,305,consumação de prescrição nas Unidades Técnicas a
respectivos,O,I-OBRIGACAO,0.7741837795489577,250,Município e os respectivos planos de cargos
a,O,I-RECOMENDACAO,0.7935831139195405,236,vistas a impedir a consumação de prescrição
que,O,I-OBRIGACAO,0.7787949507854015,250,Tribunal a lei que fixa o vencimento
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6685307538568739,801,bimestrais; c) O ressarcimento ao erário municipal
a,O,I-RECOMENDACAO,0.7946805292756863,91,nas Unidades Técnicas a ela vinculadas. Por
de,O,I-RECOMENDACAO,0.7923490573943162,236,impedir a consumação de prescrição nas Unidades
"planejamento,",O,I-RECOMENDACAO,0.732473511223281,685,"que realize o planejamento, a preparação, a"
determinação,B-OBRIGACAO,I-OBRIGACAO,0.7247046261398197,530,A expedição de determinação ao Órgão Previdenciário
adote,O,I-RECOMENDACAO,0.7903587280813086,92,"de Contas, que adote procedimentos com vistas"
interessada,O,I-OBRIGACAO,0.7739045893263536,629,remuneração da parte interessada em epígrafe. c)
de,O,I-OBRIGACAO,0.8000080379400112,202,do respectivo processo de pensão por morte
caráter,O,I-RECOMENDACAO,0.7253797914861305,685,da despesa de caráter continuado decorrente das
de,O,I-RECOMENDACAO,0.7892825461398607,91,recomende à Secretaria de Controle Externo –
impedir,O,I-RECOMENDACAO,0.7855620061206532,236,com vistas a impedir a consumação de
pensão,O,I-OBRIGACAO,0.7911759570515827,202,respectivo processo de pensão por morte a
desta,O,I-OBRIGACAO,0.7830802060396973,629,"o inteiro teor desta Decisão, adote as"
Externo,O,I-RECOMENDACAO,0.7855904614879209,236,Secretaria de Controle Externo – SECEX desta
sob,O,I-OBRIGACAO,0.7808075091622796,785,"do ato impugnado, sob pena de multa"
121/94;,I-MULTA,I-RESSARCIMENTO,0.5579093658231062,800,Lei Complementar nº 121/94;
Complementar,I-MULTA,I-RESSARCIMENTO,0.6637629789343314,800,todos da Lei Complementar nº 121/94;
procedimentos,O,I-RECOMENDACAO,0.7814293229095425,249,"Contas, que adote procedimentos com vistas a"
de,O,I-OBRIGACAO,0.7826577685118127,628,"âmbito deste processo, de apuração do dano"
Sr.,I-MULTA,O,0.464490927585575,337,multas: a. Ao Sr. George Ney Ferreira:
121/94;,I-MULTA,I-RESSARCIMENTO,0.6582227017086599,809,Lei Complementar nº 121/94;
Ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.5761033562919362,838,de Paraná/RN. I) Ressarcimento ao erário no
valor,I-MULTA,I-RESSARCIMENTO,0.6496542586760146,800,"por cento) do valor atualizado do débito,"
Ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.5597011979156995,858,seguinte forma: b) Ressarcimento no valor de
impedir,O,I-RECOMENDACAO,0.7837638642218326,107,com vistas a impedir a consumação de
recebimento,O,I-RESSARCIMENTO,0.6494684158889313,807,da comissão de recebimento de obras) e;
"dias,",O,I-OBRIGACAO,0.6885088722256129,341,"prazo de 30 dias, após o trânsito"
procedimentos,O,I-RECOMENDACAO,0.7812156286932761,275,"Contas, que adote procedimentos com vistas a"
à,O,I-RECOMENDACAO,0.7827595215269749,91,que se recomende à Secretaria de Controle
para,O,I-OBRIGACAO,0.777813865010667,629,"pelo OURO BRANCOPREV, para que, no prazo"
para,O,I-OBRIGACAO,0.7708783294916032,250,"de São Miguel/RN para que, no mesmo"
recomende,O,I-RECOMENDACAO,0.4913042689359386,236,de que se recomende à Secretaria de
"Contas,",O,I-RECOMENDACAO,0.7790622036196525,305,"desta Corte de Contas, que adote procedimentos"
serviços,I-MULTA,I-RESSARCIMENTO,0.61815474943757,819,da prestação de serviços de assessoria contábil
prescrição,O,I-RECOMENDACAO,0.7792359404363276,236,a consumação de prescrição nas Unidades Técnicas
o,I-MULTA,I-RESSARCIMENTO,0.6434984389595727,223,"por cento) sobre o valor máximo, atualizado"
Ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.5708505939273536,786,seguintes determinações: a) Ressarcimento ao erário do
de,O,I-RECOMENDACAO,0.7551557598835417,685,"RN, a adoção de procedimentos a fim"
adote,O,I-RECOMENDACAO,0.7758319318788579,275,"de Contas, que adote procedimentos com vistas"
e,I-MULTA,I-RESSARCIMENTO,0.7615768269574634,415,"(seis mil, trezentos e oitenta e quatro"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.5932911231751266,832,e condena ao ressarcimento ao erário no
através,O,I-OBRIGACAO,0.7084079968241583,528,"Município de Barcelona, através do seu atual"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.7165977203969779,820,de 2009; 4.O ressarcimento ao erário municipal
da,O,I-RESSARCIMENTO,0.6504631474368125,807,Pereira Pinto (membro da comissão de recebimento
e;,O,I-RESSARCIMENTO,0.6502848772686599,807,recebimento de obras) e; Teodorico Pereira Pinto
"464/2012,",I-MULTA,I-RESSARCIMENTO,0.5727930658905827,223,"Lei Complementar nº 464/2012, correspondente a 30%"
adote,O,I-RECOMENDACAO,0.7732928600631277,249,"de Contas, que adote procedimentos com vistas"
gestor,I-OBRIGACAO,I-RESSARCIMENTO,0.7394567012595565,818,determinar que o gestor efetue o pagamento
permitir,I-RECOMENDACAO,I-OBRIGACAO,0.6478849426924337,543,de forma a permitir o monitoramento dos
dias,O,I-OBRIGACAO,0.7716325892324065,692,"até 90 (noventa) dias úteis, a contar"
prazo,B-OBRIGACAO,I-OBRIGACAO,0.66836424116376,608,2) por assinar prazo de 60 (sessenta)
a,O,I-RECOMENDACAO,0.7747941645611063,249,vistas a impedir a consumação de prescrição
"processo,",O,I-OBRIGACAO,0.7605655090507301,628,"no âmbito deste processo, de apuração do"
de,O,I-OBRIGACAO,0.7785495427382525,629,"que, no prazo de 60 (sessenta) dias"
ressarcimento,B-RESSARCIMENTO,I-RESSARCIMENTO,0.6593610622634288,799,2008; a.3) pelo ressarcimento ao erário municipal
recomende,B-RECOMENDACAO,I-RECOMENDACAO,0.7019666938131959,353,de que se recomende à Secretaria de
o,O,I-OBRIGACAO,0.7736115682006388,629,de acordo com o inteiro teor desta
de,I-MULTA,I-RESSARCIMENTO,0.5567062909280364,855,ao 5º bimestres de 2012; c) no
de,O,I-RECOMENDACAO,0.7625678579962913,275,impedir a consumação de prescrição nas Unidades
vistas,O,I-RECOMENDACAO,0.6014795839889294,305,adote procedimentos com vistas a impedir a
por,I-MULTA,I-RESSARCIMENTO,0.7602554407379233,820,a 100% (cem por cento) do valor
vinculadas.,O,I-RECOMENDACAO,0.7731244404609204,305,"Técnicas a ela vinculadas. Por fim, não"
a,O,I-OBRIGACAO,0.7091412242932066,629,parcela que compõe a remuneração da parte
SECEX,O,I-RECOMENDACAO,0.7724729993083032,91,Controle Externo – SECEX desta Corte de
item,I-RECOMENDACAO,I-OBRIGACAO,0.6425110847187794,543,"alcançados (Tópico 4, item III, do relatório"
de,O,I-RECOMENDACAO,0.7712796828680584,236,"SECEX desta Corte de Contas, que adote"
prescrição,O,I-RECOMENDACAO,0.771331323481466,275,a consumação de prescrição nas Unidades Técnicas
"úteis,",O,I-OBRIGACAO,0.7599024731887764,692,"90 (noventa) dias úteis, a contar da"
a,O,I-RECOMENDACAO,0.7718082663692847,275,vistas a impedir a consumação de prescrição
Fagundes,O,I-RESSARCIMENTO,0.6655436493200271,807,desfavor de Emanoel Fagundes da Silva (fiscal);
pena,O,I-OBRIGACAO,0.672654561470379,341,"do benefício, sob pena de responsabilidade da"
Secretaria,O,I-RECOMENDACAO,0.705536242205846,275,se recomende à Secretaria de Controle Externo
"assim,",O,I-RECOMENDACAO,0.7707846630610651,767,"que se evite, assim, a ocorrência de"
com,O,I-RECOMENDACAO,0.7699561849641341,249,que adote procedimentos com vistas a impedir
de,O,I-RECOMENDACAO,0.5228554971305198,685,"preparação, a realização de concursos públicos e"
multa,I-MULTA,O,0.41856658620857146,334,Rodrigues Dias a multa fixada através do
Federal;,O,I-OBRIGACAO,0.6799681589571613,629,do Supremo Tribunal Federal; • corrigir a
a,O,I-RECOMENDACAO,0.768024034743757,249,procedimentos com vistas a impedir a consumação
atualizado,I-MULTA,I-RESSARCIMENTO,0.7694481947809717,800,"cento) do valor atualizado do débito, com"
integral,O,I-RECOMENDACAO,0.5136777830224883,685,dos cargos em integral cumprimento dos dispositivos
administrativas,O,I-OBRIGACAO,0.763324546140252,628,de possíveis sanções administrativas ocorrerá nos autos
de,O,I-OBRIGACAO,0.7651522318861885,701,fixação de prazo de 120 (cento e
despesa,O,I-RECOMENDACAO,0.5029710990409636,685,o controle da despesa de caráter continuado
a,O,I-RECOMENDACAO,0.7677811488934814,91,vistas a impedir a consumação de prescrição
